,image,image height,image width,image area,damage_labels,red value,green value,blue value,sobel edges avg,sobel edges max,sobel edges min,binary edges avg,binary edges median,bianry edges max,binary edges min
3886,3886,66,67,4422,3,75.17096336499321,96.19041157847128,90.63591135232926,0.04254735010731215,0.25792980932544063,0.00035266833135621985,15.64880144730891,16.0,25.0,0.0
3887,3887,133,206,27398,0,78.5752974669684,101.1544638294766,95.05978538579458,0.04130779457630843,0.337644687772214,7.078438161967173e-05,16.149609460544564,17.0,25.0,0.0
3888,3888,101,108,10908,0,91.18014301430144,112.39319765309864,104.55317198386506,0.04853901771542148,0.28094831178988683,0.0,16.24935826916025,17.0,25.0,0.0
3889,3889,119,108,12852,0,68.10869903516962,93.0359477124183,84.92265795206971,0.043217345883437175,0.4208852809530909,0.00021009803921568163,15.942032368502957,17.0,25.0,0.0
3890,3890,127,363,46101,0,89.46489230168542,101.8964447625865,94.71952886054532,0.038959312968892684,0.43890956730728237,7.870204519889573e-05,17.047634541550075,21.0,25.0,0.0
3891,3891,71,69,4899,3,99.36252296387018,122.23719126352317,126.56950398040416,0.052385392306086874,0.307969273605551,0.00021882989835410693,15.879975505205143,17.0,25.0,0.0
3892,3892,209,145,30305,0,94.46196997195182,110.41260518066326,102.1074080184788,0.05087735299354209,0.4957490187721433,9.996548808533373e-05,16.32199307045042,17.0,25.0,0.0
3893,3893,91,40,3640,0,84.9837912087912,108.67829670329671,103.27554945054945,0.05315854438680515,0.41416052841380424,0.0004028546970793356,14.961538461538462,14.0,25.0,0.0
3894,3894,150,116,17400,0,81.91655172413793,106.93971264367816,103.63775862068965,0.037369185121467974,0.3698187067533305,0.0001040639978467096,15.719712643678161,15.0,25.0,0.0
3895,3895,118,109,12862,0,100.54867050225471,121.23798787124863,113.33929404447208,0.04542680640094749,0.3447273103302854,0.00023917423700689928,15.343025967967657,14.0,25.0,0.0
3896,3896,103,99,10197,0,104.02196724526821,118.74747474747475,118.0026478375993,0.042875847055313894,0.3402514777626194,0.00019993097617074595,16.340884573894282,17.0,25.0,0.0
3897,3897,157,121,18997,0,94.37753329473075,114.35410854345423,111.13902195083435,0.043395579344575115,0.34639252769331313,1.9626155733547187e-17,16.19276727904406,17.0,25.0,0.0
3898,3898,22,25,550,0,96.72181818181818,113.69818181818182,114.05818181818182,0.044788515777605974,0.27040361545387775,7.785060713900362e-05,13.416363636363636,12.0,25.0,0.0
3899,3899,78,101,7878,0,98.23825844122874,118.07019548108657,120.15613099771515,0.054234747343270766,0.29766538045295726,0.0003893246748179787,15.29055597867479,14.0,25.0,0.0
3900,3900,54,69,3726,0,118.9243156199678,130.81749865807836,123.8641975308642,0.07239980106991248,0.31987810783278736,0.0005934919130901915,15.120772946859903,13.0,25.0,0.0
3901,3901,213,226,48138,0,109.33098591549296,127.92199509742822,126.7091694711039,0.03969320564818267,0.5134685045921443,3.925231146709437e-17,16.601292118492665,18.0,25.0,0.0
3902,3902,118,102,12036,0,78.42123629112662,102.89307078763709,93.78830176138251,0.037445262927676345,0.3544287833583981,0.00019993097617075577,15.720006646726487,15.0,25.0,0.0
3903,3903,47,38,1786,0,95.91153415453527,115.98936170212765,110.16293393057111,0.04301816624325823,0.2803694546670241,0.00019771923771528922,15.258118701007838,15.0,25.0,0.0
3904,3904,148,156,23088,0,87.25099618849619,107.46937803187804,97.15900034650035,0.04694725697860014,0.38797889496917637,0.0001959514294580433,16.552581427581426,19.0,25.0,0.0
3905,3905,40,124,4960,0,56.89858870967742,80.07842741935484,68.0866935483871,0.03953070354996696,0.36302934390808056,0.0,16.61350806451613,20.0,25.0,0.0
3906,3906,99,141,13959,0,98.3906440289419,120.59982806791318,114.75793394942332,0.043715886130765665,0.2933747375956125,1.9626155733547187e-17,16.11218568665377,16.0,25.0,0.0
3907,3907,150,83,12450,3,112.72939759036144,134.73510040160642,134.99373493975904,0.046272978704689716,0.29906110430385197,0.00022601324672910864,16.207630522088355,18.0,25.0,0.0
3908,3908,103,116,11948,0,132.79586541680615,144.54360562437228,137.62889186474723,0.0588216923862274,0.36365619698974544,0.0,15.637261466354202,14.0,25.0,0.0
3909,3909,38,15,570,0,122.59473684210526,144.57719298245615,149.64912280701753,0.057414090997951715,0.32133205159216616,0.00015642871939709573,14.81578947368421,13.0,25.0,0.0
3910,3910,28,30,840,0,105.57619047619048,127.5904761904762,139.2095238095238,0.039110850290447204,0.2636549841077862,0.00035541168303358003,14.632142857142858,13.0,25.0,0.0
3911,3911,94,126,11844,0,108.87926376224249,134.60030395136778,125.5323370482945,0.0496143791587073,0.3708363527580767,0.0,15.408054711246201,14.0,25.0,0.0
3912,3912,70,102,7140,0,80.13893557422969,100.32507002801121,90.23193277310925,0.04822914123435928,0.3788532326882651,0.00043160560771975684,15.562745098039215,15.0,25.0,0.0
3913,3913,123,144,17712,0,69.51812330623306,87.68264453477867,80.19692863595303,0.035164949493020695,0.3402177530365627,5.766948010016924e-05,16.252766485998194,17.0,25.0,0.0
3914,3914,19,37,703,3,69.28876244665719,87.40967283072547,81.95448079658605,0.04343329406661134,0.15519658759732785,0.0009760537981671801,14.425320056899004,14.0,25.0,0.0
3915,3915,34,17,578,3,52.04498269896194,69.53979238754326,63.811418685121104,0.05013457031977323,0.17513773209789063,0.0008522039015468382,14.453287197231834,14.0,25.0,0.0
3916,3916,16,16,256,0,126.10546875,143.765625,152.84375,0.08908333267313301,0.31545103512361977,9.813077866773593e-18,13.76953125,11.0,25.0,0.0
3917,3917,18,21,378,0,126.62169312169313,148.14021164021165,148.66666666666666,0.07810580278223565,0.35557547305285936,0.0035038037879191607,13.142857142857142,11.0,25.0,0.0
3918,3918,132,199,26268,0,78.80714176945332,95.9485305314451,91.5726739759403,0.037844284515923594,0.3664660651808211,0.0001421226801363896,16.22902390741587,17.0,25.0,0.0
3919,3919,87,101,8787,0,79.64276772504837,94.30465460339137,86.70638443154661,0.04216411210687738,0.5157029097442957,6.76189910512206e-05,16.010014794582908,16.0,25.0,0.0
3920,3920,43,30,1290,0,138.53643410852712,159.66434108527133,162.9139534883721,0.052907959356513344,0.3011712239230533,0.0008992057668573409,14.696899224806202,13.0,25.0,0.0
3921,3921,99,136,13464,0,86.6712715389186,103.40968508615568,99.27287581699346,0.038664930120914764,0.2881093050335658,0.0001530827964226049,16.017676767676768,16.0,25.0,0.0
3922,3922,172,118,20296,0,53.98295230587308,74.61337209302326,59.98393772171857,0.03478346746148466,0.24222102602165224,0.0001999309761707754,16.45003941663382,19.0,25.0,0.0
3923,3923,99,82,8118,3,81.0820399113082,96.09990145356,82.08080808080808,0.04302431479003883,0.43379900373324476,0.00034821648343913,16.36080315348608,19.0,25.0,0.0
3924,3924,46,38,1748,0,96.68649885583524,116.02402745995424,118.95594965675058,0.03300235576197078,0.13285996098450684,0.0001999309761707852,14.132723112128147,13.0,25.0,0.0
3925,3925,147,125,18375,0,61.22917006802721,90.89496598639455,82.63472108843537,0.04051138042362812,0.3245432752486508,0.00028928309284278434,16.77578231292517,20.0,25.0,0.0
3926,3926,108,118,12744,0,103.41250784682988,123.74450721908349,119.48524795982424,0.05521810283120119,0.3667479376667106,8.044384995138965e-05,15.87037037037037,15.0,25.0,0.0
3927,3927,94,92,8648,0,88.34932932469935,101.14477335800186,94.29301572617946,0.0409852440717722,0.33202221187493713,0.0002229780351340449,16.053422756706752,17.0,25.0,0.0
3928,3928,114,129,14706,0,49.37250101999184,74.57105943152455,57.407044743642054,0.03368677354565216,0.5006555792337267,0.0,16.36345709234326,18.0,25.0,0.0
3929,3929,117,140,16380,0,103.3934065934066,124.73339438339438,122.27680097680097,0.04566669566616359,0.3658858601862564,9.491137937383523e-05,15.571489621489622,15.0,25.0,0.0
3930,3930,40,47,1880,0,103.05425531914894,115.95638297872341,111.68563829787234,0.07978894691134018,0.3927989356659874,0.0007929998547944109,14.754255319148935,13.0,25.0,0.0
3931,3931,114,484,55176,0,98.86863853849499,116.94617224880383,114.06142163259388,0.04143424720941777,0.28433773141001334,1.9626155733547187e-17,16.312019718718282,17.0,25.0,0.0
3932,3932,131,109,14279,0,61.28181245185237,78.8120316548778,69.34904405070382,0.03481562350631543,0.2525349296927594,0.00014710600550302223,16.296729462847537,18.0,25.0,0.0
3933,3933,59,58,3422,0,86.77352425482174,108.04617182933957,103.90707188778492,0.05089899664381246,0.3404292286435048,0.0007033590316016468,15.200759789596727,14.0,25.0,0.0
3934,3934,137,62,8494,0,80.0985401459854,104.24958794443137,99.68365905344949,0.0416259236444061,0.34401167626845885,0.0003065761676305103,15.56486931951966,15.0,25.0,0.0
3935,3935,232,193,44776,0,80.14827139539038,97.99274164731106,95.09065124173665,0.0374590270648678,0.37591236869545236,9.813077866773593e-18,16.62265499374665,19.0,25.0,0.0
3936,3936,104,320,33280,0,96.66490384615385,111.46421274038461,110.79486177884615,0.04075315901132748,0.5028104251676244,8.862452276959099e-05,16.497475961538463,18.0,25.0,0.0
3937,3937,68,77,5236,0,77.73491214667685,101.35408708938121,94.96581359816653,0.044282710854977994,0.3234383500908728,0.0003620293017171645,16.106378915202445,18.0,25.0,0.0
3938,3938,144,143,20592,3,67.91346153846153,84.87587412587412,77.4599358974359,0.04388934782903632,0.41408689942350674,0.0,16.148358585858585,17.0,25.0,0.0
3939,3939,15,21,315,0,114.48253968253968,139.36507936507937,113.95238095238095,0.1019472694366742,0.3712226574729386,0.001794387443552218,13.593650793650793,12.0,25.0,0.0
3940,3940,40,39,1560,3,108.06025641025641,121.37756410256411,130.3929487179487,0.03331897673281419,0.20862702201572067,0.0005113586022999418,16.648076923076925,21.0,25.0,0.0
3941,3941,46,26,1196,0,97.52257525083613,112.9623745819398,112.40301003344482,0.05287179592182934,0.37646321480121026,0.0003893246748180376,15.335284280936454,16.0,25.0,0.0
3942,3942,103,72,7416,0,86.68379180151025,116.65978964401295,114.80029665587918,0.05687304869128411,0.42480864608417523,0.0,15.733818770226538,16.0,25.0,0.0
3943,3943,32,35,1120,3,77.32232142857143,92.87321428571428,90.45267857142858,0.02800296156510294,0.12018383575197326,0.00035171263577282724,14.698214285714286,13.0,25.0,0.0
3944,3944,136,125,17000,0,78.45011764705882,106.14364705882353,102.1320588235294,0.0422783634264925,0.3664535754691124,0.00017782143651245516,16.06435294117647,17.0,25.0,0.0
3945,3945,190,163,30970,0,81.11669357442686,108.39195996125282,102.1800129157249,0.05032470828979382,0.39837612832019487,0.00014055668008051473,15.66593477558928,15.0,25.0,0.0
3946,3946,55,53,2915,0,103.768782161235,124.01372212692968,116.26586620926244,0.058671271698344483,0.3285173424605867,0.0003554376441477921,14.861406518010291,14.0,25.0,0.0
3947,3947,71,59,4189,0,74.14203867271425,100.60706612556696,89.54690857006446,0.037616298040152006,0.22888848603924986,9.813077866773593e-18,15.452852709477202,15.0,25.0,0.0
3948,3948,153,133,20349,0,73.59108555702983,99.31431519976411,88.2280210329746,0.031339125490454624,0.25125426889522084,0.00015820300591439478,16.58548331613347,19.0,25.0,0.0
3949,3949,97,115,11155,0,70.57059614522636,92.23953384132676,84.55921111609143,0.050564302816985596,0.3306743441780561,0.0002471389731491561,15.831734648139848,16.0,25.0,0.0
3950,3950,153,148,22644,0,85.15721603956898,108.21091679915209,106.3351439674969,0.048181622935001604,0.4837735856005448,9.73668117994381e-05,16.04610492845787,16.0,25.0,0.0
3951,3951,138,72,9936,0,97.65106682769726,117.83705716586151,116.27938808373591,0.047356702975092355,0.325355995668344,0.00014716871710946077,15.795189210950081,15.0,25.0,0.0
3952,3952,72,78,5616,0,117.19622507122507,137.6559829059829,144.65776353276354,0.021177681398202516,0.2255332136913346,0.00028694195963095497,15.919693732193732,15.0,25.0,0.0
3953,3953,84,100,8400,0,77.57511904761905,102.85809523809523,102.33761904761904,0.04163500970064896,0.3419444435551188,0.00010742722830364338,15.683571428571428,15.0,25.0,0.0
3954,3954,67,84,5628,0,96.93674484719261,119.42430703624734,115.80650319829424,0.04231314334877249,0.22898595565546617,0.00020645918259840933,16.064321250888415,17.5,25.0,0.0
3955,3955,147,67,9849,3,111.66250380749315,135.76038176464616,137.48979591836735,0.047212334831938506,0.34805768264452347,0.0004924524735214642,16.196365113209463,18.0,25.0,0.0
3956,3956,39,42,1638,0,78.80525030525031,97.73748473748473,91.71001221001221,0.048500168078658236,0.20511338793646477,0.0012936219230279679,15.502442002442002,15.0,25.0,0.0
3957,3957,205,211,43255,0,109.00554849150387,127.52474858397873,123.72874812160444,0.04513959857910501,0.34130875966930474,9.996548808541222e-05,16.18164374060802,16.0,25.0,0.0
3958,3958,120,85,10200,0,79.16460784313726,96.52921568627451,86.73970588235294,0.039377488506240246,0.30169895412117426,0.00014972886555219848,15.810490196078431,16.0,25.0,0.0
3959,3959,80,72,5760,3,92.47881944444444,107.10815972222223,105.15069444444444,0.048584193632493784,0.312782279050314,0.0002083333333333312,15.993402777777778,17.0,25.0,0.0
3960,3960,62,83,5146,0,71.5563544500583,90.14030314807617,82.69374271278663,0.04911840568125558,0.3318966444445477,0.0005666413251678179,16.574038087835213,21.0,25.0,0.0
3961,3961,121,103,12463,0,84.44547861670544,106.22298002086175,99.24969910936372,0.0451312979199152,0.4897241900564654,0.00015263093848662837,15.91125732167215,16.0,25.0,0.0
3962,3962,166,101,16766,0,70.53208875104377,88.06996302039842,79.80532029106526,0.04516486950606215,0.3206252973458821,0.0002824633668871656,16.20255278539902,18.0,25.0,0.0
3963,3963,94,91,8554,0,92.5929389759177,113.58183306055646,104.0740004676175,0.04206005905786831,0.3435424986810359,0.00015805931488013265,15.96083703530512,16.0,25.0,0.0
3964,3964,62,73,4526,0,64.69111798497569,88.71210782147591,82.86433937251437,0.03524818262520525,0.1545251274276645,0.0003349904168667452,15.405877154220061,15.0,25.0,0.0
3965,3965,69,61,4209,0,87.09503444998812,107.82584937039677,110.91541933951058,0.03770119599665691,0.2140710187213163,0.00021999847086258674,15.664765977666905,15.0,25.0,0.0
3966,3966,10,22,220,0,72.85,88.48636363636363,82.85,0.0679023714216838,0.2052127873029952,0.002756348130643357,12.331818181818182,11.0,25.0,0.0
3967,3967,28,29,812,3,94.51108374384236,119.96182266009852,122.45935960591133,0.04738282530936089,0.2480538064061849,0.0006779727708742643,14.062807881773399,13.0,25.0,0.0
3968,3968,99,130,12870,0,112.91266511266511,127.1004662004662,123.83473193473193,0.05368629662817619,0.40131491326288776,0.0,16.2012432012432,16.0,25.0,0.0
3969,3969,35,32,1120,0,90.75714285714285,114.85,117.19107142857143,0.053720877319630336,0.32488370306518777,0.00046243414485892966,14.816964285714286,14.0,25.0,0.0
3970,3970,307,191,58637,0,81.52586251001927,103.76710950423794,96.33869399866978,0.04140591088381184,0.44013348351923093,1.616071722536338e-05,16.72798744819824,19.0,25.0,0.0
3971,3971,94,109,10246,0,103.61916845598282,124.17089595939879,125.67938707788406,0.045128365968530905,0.283199151256505,0.00019993097617074595,16.12902596135077,17.0,25.0,0.0
3972,3972,63,65,4095,0,117.26398046398046,139.28107448107448,134.54920634920634,0.06175092851503092,0.3228403615247942,0.0002700412915013637,15.264957264957266,14.0,25.0,0.0
3973,3973,97,127,12319,0,72.40084422436887,85.16364964688692,85.96144167546068,0.03568670195931788,0.5414428018084909,0.0,17.68585112427957,24.0,25.0,0.0
3974,3974,75,53,3975,0,78.22918238993711,102.22364779874214,96.64125786163522,0.04503642542814987,0.4147633659953811,0.0,15.516729559748427,15.0,25.0,0.0
3975,3975,141,92,12972,0,99.29972247918595,121.65957446808511,114.42059821153254,0.04787716853055758,0.5493087984115592,0.0,15.840348442799877,15.0,25.0,0.0
3976,3976,77,34,2618,0,86.29946524064171,106.20015278838808,113.3051948051948,0.03599688218061869,0.19665496345168254,1.9626155733547187e-17,15.076394194041253,14.0,25.0,0.0
3977,3977,74,56,4144,3,107.5395752895753,123.80984555984556,116.23721042471043,0.060874294553658434,0.37453803746395764,0.0006001658908180231,15.723696911196912,16.0,25.0,0.0
3978,3978,29,27,783,0,100.16475095785441,117.43422733077905,116.514687100894,0.03879246075919746,0.1993831048107811,0.0011264805371665526,14.112388250319285,12.0,25.0,0.0
3979,3979,130,94,12220,0,102.97855973813421,123.31530278232405,117.82037643207856,0.049047792067477364,0.3701798911247444,5.93467741343541e-05,16.012111292962356,16.0,25.0,0.0
3980,3980,127,120,15240,1,69.48484251968505,88.26574803149606,82.21082677165354,0.036136524306941524,0.28165945855333985,0.00013796845334223997,16.932480314960628,20.0,25.0,0.0
3981,3981,390,147,57330,0,109.06896912611198,127.73755450898308,126.07913832199546,0.031022451664520216,0.3883875082246641,5.8751998992581374e-05,16.852694924123494,19.0,25.0,0.0
3982,3982,29,32,928,0,93.03556034482759,109.40193965517241,101.81573275862068,0.04690664744355631,0.1903267389205103,0.00020833333333333465,13.918103448275861,13.0,25.0,0.0
3983,3983,74,32,2368,0,88.22804054054055,101.39484797297297,93.39104729729729,0.05986587752956929,0.46030399531283794,0.00020833333333331733,16.05658783783784,18.0,25.0,0.0
3984,3984,58,82,4756,0,96.03132884777123,116.22708158116063,105.40748528174937,0.059186600664402005,0.33253532227447413,0.0006096629463172985,15.520815811606392,15.0,25.0,0.0
3985,3985,94,97,9118,0,99.77242816407107,123.9902390875192,123.03904364992323,0.04066596447678141,0.32694044902698616,0.00010263362085944527,15.940228120201798,15.0,25.0,0.0
3986,3986,53,78,4134,0,152.66473149492018,169.59506531204644,166.9920174165457,0.05609053012524406,0.41578635470316166,0.0001349790306524929,16.28495403967102,18.0,25.0,0.0
3987,3987,73,58,4234,0,47.79593764761455,66.23972602739725,72.3488427019367,0.035802108343704966,0.23171718348923326,0.00014710081099943934,15.734529995276334,17.0,25.0,0.0
3988,3988,103,70,7210,0,110.31317614424411,129.8366158113731,126.03717059639389,0.06079120494742523,0.4628792183654269,0.0003682359858207373,15.851595006934813,16.0,25.0,0.0
3989,3989,37,52,1924,0,116.44074844074844,140.5873180873181,137.52702702702703,0.05618226494997609,0.27433813687924685,0.0009368220604023833,14.648128898128897,13.0,25.0,0.0
3990,3990,61,19,1159,0,73.67903364969801,98.55306298533219,93.63157894736842,0.055215835079805105,0.31502007983896735,0.0004911349538243972,14.331320103537532,13.0,25.0,0.0
3991,3991,73,65,4745,0,103.20695468914647,126.7127502634352,134.4122233930453,0.06093940866244819,0.4693595330799018,0.0005655469380169307,15.868282402528978,16.0,25.0,0.0
3992,3992,66,82,5412,3,88.85550628233555,106.02679231337768,105.34460458240946,0.039565246816780426,0.2490100446743304,0.00021999847086252083,16.184035476718403,18.0,25.0,0.0
3993,3993,62,76,4712,0,68.18251273344652,87.14112903225806,76.32215619694398,0.03340456300989722,0.2572741667150989,0.0002120678884503675,16.173599320882854,18.0,25.0,0.0
3994,3994,86,43,3698,0,85.34261763115198,101.50054083288263,103.24256354786371,0.03659233601660521,0.1938452400980229,7.068627450979025e-05,16.929691725256895,22.0,25.0,0.0
3995,3995,60,49,2940,0,102.33299319727891,121.19795918367348,127.61156462585033,0.022244219523785955,0.17857770344121868,0.0004938912685597398,15.495578231292518,15.0,25.0,0.0
3996,3996,187,139,25993,0,95.02419882275997,115.5039048974724,105.78278767360443,0.04089575176763494,0.4274361450614223,0.00010523412684718846,16.650559766090872,19.0,25.0,0.0
3997,3997,101,94,9494,0,134.5579313250474,149.36096481988625,142.24531282915527,0.0615373936511577,0.4158860985693178,0.00018939369864720332,15.444701917000211,14.0,25.0,0.0
3998,3998,62,117,7254,0,96.30204025365316,109.25613454645713,103.0385993934381,0.04063239437072093,0.2422094724508424,0.00019906596581694913,16.53611800385994,18.0,25.0,0.0
3999,3999,140,146,20440,0,101.00704500978473,117.41316046966732,113.746771037182,0.03671562283661179,0.2891968860872777,9.813077866773593e-18,15.96105675146771,16.0,25.0,0.0
4000,4000,118,121,14278,3,73.95839753466872,92.20219918756128,84.93171312508754,0.0374069937674902,0.22855438185371305,0.00019872382153932402,16.28659476117103,18.0,25.0,0.0
4001,4001,38,44,1672,0,116.60167464114832,140.14174641148324,142.4090909090909,0.06554067327219303,0.35877583281412184,0.0004911282900716626,14.51854066985646,13.0,25.0,0.0
4002,4002,112,105,11760,0,88.53052721088436,106.61275510204082,103.03622448979591,0.053329271776797686,0.4031802215719791,0.0002039914096087131,15.9781462585034,16.0,25.0,0.0
4003,4003,18,51,918,0,96.49237472766885,125.12200435729848,102.01742919389979,0.047776512982086725,0.26293158058117805,0.0010559609543449654,14.033769063180827,13.0,25.0,0.0
4004,4004,135,130,17550,1,84.76980056980057,107.86774928774929,150.8691168091168,0.03684151336301545,0.3098325541632284,6.696107139720832e-05,16.108660968660967,17.0,25.0,0.0
4005,4005,33,53,1749,3,86.57347055460264,108.46769582618639,101.26472269868496,0.05285846277582067,0.4876938922820874,0.0007600010180793487,15.440251572327044,16.0,25.0,0.0
4006,4006,31,21,651,3,85.67127496159755,105.57910906298002,100.18433179723502,0.03455957369743926,0.13112560107066001,0.0006933041788076539,14.731182795698924,14.0,25.0,0.0
4007,4007,179,117,20943,0,61.95630998424294,82.35949959413647,66.89404574320776,0.02987160532087323,0.22801067590607116,0.00020014268266819042,16.12667717136991,17.0,25.0,0.0
4008,4008,33,14,462,0,82.2987012987013,114.01298701298701,103.37878787878788,0.039907808093012025,0.24114926416819515,0.0013206862745097912,14.047619047619047,14.0,25.0,0.0
4009,4009,66,66,4356,0,127.91046831955923,144.06634527089074,138.00459136822772,0.06318353799270288,0.4196262136909803,0.0001857649376827611,15.473370064279155,14.0,25.0,0.0
4010,4010,14,19,266,0,88.14661654135338,100.84962406015038,84.2593984962406,0.09161060446568572,0.27807794734089925,0.002483510935491392,13.409774436090226,11.0,25.0,0.0
4011,4011,67,76,5092,0,124.78534956794972,141.86586802827966,136.18754909662215,0.05625739050214419,0.4483411317051689,0.00020833333333333814,15.981539670070699,16.0,25.0,0.0
4012,4012,146,145,21170,0,102.45621162021729,124.59570146433633,126.96872933396315,0.05402817699755495,0.5574908659797018,0.0001564287193970614,16.427397260273974,18.0,25.0,0.0
4013,4013,69,77,5313,0,102.7673630717109,127.28383210991906,128.09994353472615,0.06294688287809518,0.4212965270796946,0.0002083333333333104,15.086391869000565,14.0,25.0,0.0
4014,4014,44,36,1584,0,137.84848484848484,150.69886363636363,152.03661616161617,0.0695249941266746,0.5427183547900325,0.0,13.64709595959596,12.0,25.0,0.0
4015,4015,28,32,896,0,111.24888392857143,124.97767857142857,120.6796875,0.0399824481684432,0.2203162568379068,0.0007079279252352828,14.324776785714286,13.0,25.0,0.0
4016,4016,133,197,26201,0,95.18552726995154,119.13690317163467,113.56181061791534,0.044253339573331184,0.4041195987376286,0.00013177929424380356,16.100301515209342,16.0,25.0,0.0
4017,4017,129,139,17931,0,100.58496458647036,122.94038257765881,110.36517762534159,0.055072678337509014,0.4479141089085417,0.0001999309761707852,15.471418214265796,14.0,25.0,0.0
4018,4018,43,53,2279,0,98.94910048266783,119.1575252303642,109.92803861342693,0.06759442440971934,0.41138325367411177,0.0009234541880608708,15.564282580078983,15.0,25.0,0.0
4019,4019,32,24,768,0,93.37630208333333,118.2265625,117.22526041666667,0.04025156627670697,0.19859588279125967,0.0002083333333333659,14.420572916666666,13.0,25.0,0.0
4020,4020,121,116,14036,0,100.7353234539755,119.3129809062411,123.08706184098034,0.04608860193397154,0.4673701791543755,0.0001471687171095445,16.43509546879453,18.0,25.0,0.0
4021,4021,134,94,12596,0,108.70292156240076,128.14703080342966,122.38258177199111,0.04749096850201104,0.364311830743321,9.736681179945718e-05,16.080581136868847,16.0,25.0,0.0
4022,4022,25,26,650,0,87.90923076923077,111.36615384615385,112.31538461538462,0.06335742463866194,0.27171080327116864,0.0016008981553750099,13.493846153846153,12.0,25.0,0.0
4023,4023,161,212,34132,0,82.92628618305403,106.26274463846244,98.60643970467596,0.041099924056697,0.558386569525995,0.0,16.704910348060473,19.0,25.0,0.0
4024,4024,107,91,9737,0,129.51083495943308,149.23210434425388,146.54061826024443,0.06762547829031078,0.5875010613326527,0.0,16.242271746944645,17.0,25.0,0.0
4025,4025,31,34,1054,0,143.6280834914611,164.65370018975332,173.34250474383302,0.05880804443980548,0.2806911941728803,0.00012118931970711946,14.816888045540797,14.0,25.0,0.0
4026,4026,59,50,2950,0,53.227457627118646,79.10372881355933,69.06847457627119,0.03849127557795945,0.2687464572457316,0.0002960396838689423,15.137966101694916,15.0,25.0,0.0
4027,4027,236,150,35400,0,89.2937570621469,115.06350282485876,107.44954802259888,0.03473734922075641,0.29174937427500963,9.736681179939835e-05,15.848587570621469,15.0,25.0,0.0
4028,4028,106,106,11236,0,98.59211463154148,130.01504093983624,133.72134211463154,0.04082881812599594,0.3032795162343152,0.0,15.702296190815236,15.0,25.0,0.0
4029,4029,145,137,19865,0,84.67641580669519,107.50883463377801,108.59984898061919,0.04279343346783054,0.36944509217978067,1.0537277523591707e-05,16.24807450289454,17.0,25.0,0.0
4030,4030,257,126,32382,0,113.10425545055895,129.6391204990427,124.6615712432833,0.05561177363951364,0.4772638789965653,9.813077866773593e-18,16.242017170032735,17.0,25.0,0.0
4031,4031,20,86,1720,0,89.70232558139534,114.73197674418604,113.6593023255814,0.05312265294465123,0.3008101314487248,0.0006511018741479836,13.993023255813954,13.0,25.0,0.0
4032,4032,208,217,45136,0,75.16060350939384,96.7895249911379,92.00638071605813,0.03835248265299812,0.4186549110973137,0.0,16.711604927330733,18.0,25.0,0.0
4033,4033,99,109,10791,0,97.92225002316745,119.90056528588639,114.05439718283755,0.04375340826556062,0.409603139584369,0.00014137254901963603,15.588082661477157,15.0,25.0,0.0
4034,4034,49,50,2450,0,52.568163265306126,76.86979591836734,65.39877551020408,0.04542529743233625,0.49770150045487754,0.0006025889294670248,15.228979591836735,16.0,25.0,0.0
4035,4035,72,36,2592,0,111.4945987654321,124.81481481481481,119.50385802469135,0.05079662311619276,0.39592564322588547,0.0006599954125875407,15.794367283950617,15.0,25.0,0.0
4036,4036,68,66,4488,3,77.95588235294117,94.31372549019608,89.29344919786097,0.040194558451107115,0.29614126520082973,0.0003781823954917455,16.063279857397504,18.0,25.0,0.0
4037,4037,42,25,1050,0,110.83714285714285,134.51238095238097,130.2247619047619,0.06646461868648353,0.29350823151021527,0.0003998619523415704,14.364761904761904,13.0,25.0,0.0
4038,4038,61,88,5368,0,58.65983606557377,74.29843517138599,67.04899403874813,0.030969912342109968,0.19210426921403775,0.00015805931488013268,16.44709388971684,20.0,25.0,0.0
4039,4039,120,129,15480,0,95.65329457364341,107.14631782945736,97.89127906976744,0.049024971808228755,0.3934398733141525,0.00010542065278240378,16.47299741602067,19.0,25.0,0.0
4040,4040,128,148,18944,0,85.53716216216216,108.12837837837837,102.14495354729729,0.04090437422788199,0.45421491748711823,9.996548808543186e-05,16.333667652027028,18.0,25.0,0.0
4041,4041,161,106,17066,0,115.80253134888082,133.8409117543654,131.14449783194655,0.04594826507741547,0.39373950898261606,0.00022316434757470622,15.7149302707137,15.0,25.0,0.0
4042,4042,51,74,3774,0,97.2286698463169,110.77715951245364,102.99337572866985,0.05487721357966724,0.377187332790114,0.00022473552314513498,15.40567037625861,14.0,25.0,0.0
4043,4043,18,37,666,0,102.95045045045045,122.66216216216216,119.08858858858859,0.06670303562292142,0.26556840108409674,0.0004316149608539028,14.487987987987989,13.0,25.0,0.0
4044,4044,146,134,19564,0,75.98057656920875,93.28066857493356,92.44367205070537,0.03881691485464734,0.37703312565246005,7.06862745097972e-05,16.4499079942752,18.0,25.0,0.0
4045,4045,76,90,6840,0,51.61301169590643,67.59546783625731,71.18377192982456,0.03607123571664311,0.2990151154787582,0.0,16.8906432748538,21.0,25.0,0.0
4046,4046,48,57,2736,0,86.19334795321637,105.26461988304094,103.95723684210526,0.037098025869688994,0.2236504493190936,0.0001999502052583415,15.369517543859649,15.0,25.0,0.0
